"","Acinar","Adipocyte","Alpha_cell","Beta_cell","Duct","Endothelium","Hepatocyte","Neuron","Oligodendrocyte","Vasc_endothelium","Amniotic_epithelial_cell","Amniotic_membrane","Aortic_smooth_muscle_cell","Astrocyte","Bronchial_epithelial_cell","CD14+_Monocytes","CD19+_B-cells","CD4+_T-cells","CD56+_NK-cells","CD8+_T-cells","Cardiac_fibroblast","Cardiac_muscle_cell","Chorionic_membrane","Choroid_plexus_epithelial_cell","Eosinophils","Epithelial_cell_of_alveolus_of_lung","Epithelial_cell_of_esophagus","Epithelial_cell_of_prostate","Epithelial_cell_of_proximal_tubule","Fibroblast","Iris_pigment_epithelial_cell","Kidney_epithelial_cell","Left_atrium","Liver","Mammary_epithelial_cell","Muscle","Neutrophils","Non-pigmented_ciliary_epithelial_cell","Omentum","Placental_chorionic_villi","Placental_decidua","Placental_mesenchyme","Placental_trophoblast","Renal_cortical_epithelial_cell","Skeletal_muscle_cell","Umbilical_cord","Bladder","Breast","Cervix","Colon","Esophagus","Head_and_kneck","Kidney","Lung","Testes","Prostate","Rectum","Mesenchyme","Skin","Stomach","Thyroid","Uterus"
"cg00360414",0.160958415738447,0.0306736299465655,0.0502650312991536,0.0809824212658498,0.0832041996976769,0.0309010745297156,0.0198579789505824,0.109864751958113,0.0569005253944349,0.0431846521803285,0.0181868530046373,0.0135822952801038,0.0418746558914473,0.0244942212768571,0.243622495593796,0.0569683754204108,0.147470379801917,0.219067387513909,0.192488367277052,0.218839209726237,0.0243630206168863,0.0133844660791068,0.0399742805161101,0.0203322380146586,0.0495103376216366,0.0201286881881576,0.143626887831877,0.614159384374832,0.0159526650486071,0.0916442079146624,0.0235442277555775,0.0289188495493379,0.0291111305471236,0.044143863150227,0.037975899043988,0.0324242680736929,0.0607644485204751,0.0217904749826552,0.098570062443341,0.103976835072943,0.040268287883511,0.2104058835444,0.275258166401688,0.0240017871936916,0.0858226786069651,0.0250204171041754,0.168777574380408,0.158017858614006,0.0466589799359897,0.206712224438055,0.214997269836232,0.245327139209035,0.0551853027515744,0.0619936396434116,0.0289297509806937,0.436798850957834,0.193423317308679,0.152525483773944,0.137505014204437,0.362889897861259,0.0440269363093805,0.0484319642251458
"cg00473462",0.0172027175714534,0.0157879742963668,0.0233234250834387,0.0323577252508608,0.0223120265138254,0.0187850895833453,0.0131547673471823,0.0130433109680203,0.0170570112909994,0.0379360314128863,0.0224928320035855,0.0372439365076087,0.0195882957973136,0.0211751566626184,0.0208145561933721,0.0269675571508757,0.0269771155730553,0.0214378406387318,0.0207821707309779,0.0242616070088915,0.0274781061682761,0.0201316402880467,0.0269738527250102,0.0259276281912159,0.0214962284019582,0.0211756448959859,0.0167441276725887,0.0166892536614979,0.58950056121586,0.0201564407989333,0.0221590101638242,0.0307030599797378,0.0266596790643066,0.0191924446585822,0.0233965842897905,0.0200752594714409,0.0205819489867777,0.0200061642138078,0.0204491750027419,0.0488217762430985,0.00799232557881945,0.044865984677643,0.0564012836867043,0.174382314372756,0.0297498994320441,0.0314893040292603,0.0243574827691628,0.0207682185881915,0.0257440072872955,0.0227204828020683,0.0552220275853487,0.0225091688469469,0.273409161150009,0.0218309571560959,0.0282807473882567,0.0264370913512337,0.0254179911371271,0.0242077626461553,0.141283502606204,0.0265915928756034,0.0210636960077467,0.0223625648377818
"cg00127894",0.0175510192101785,0.012572246919039,0.026312532978481,0.0315166512441011,0.0174990654589989,0.0203377067364991,0.01579692184464,0.0177847300946391,0.0219258097440864,0.0118452577052134,0.0237280365366036,0.0177708427320538,0.0182744061731195,0.0222240015304867,0.0207717579207801,0.0213404405768857,0.0330391229848517,0.0206431334894104,0.0223244989119663,0.0217696090891126,0.0299912804434604,0.0175039778014327,0.0228204283845737,0.0212406463947747,0.0228231671266493,0.0215237948204289,0.021512813108907,0.017985415425993,0.563059386316226,0.0250667744024607,0.0228776208599561,0.0210226313108196,0.0163483349482877,0.0263466989935358,0.0221045644198543,0.027923270248136,0.0199316834622462,0.0221896004839659,0.0321698586363587,0.0801013428603741,0.0141392652574047,0.0627584762169497,0.0775272046508656,0.465422226154492,0.015941775845677,0.0307643974148986,0.0262343104547661,0.0193582959944748,0.0288703987640604,0.0229918345130233,0.0228372623837358,0.0250555606105293,0.383522389210419,0.0208528348026875,0.0243060960018859,0.0213515509392532,0.0215000729512213,0.0163758246712116,0.0255284060723255,0.207789164660765,0.0313774242008254,0.025369772424993
"cg00449941",0.0197277111279292,0.0159480922312931,0.0273327446844847,0.032204311943964,0.0163967552366093,0.0207298450749987,0.0146395821336674,0.0240124680192377,0.015385542786912,0.0161489053405243,0.0124722653714848,0.0162635285585219,0.0139644652777673,0.0163691364850499,0.0159328192252087,0.0158424710832215,0.0139198291674827,0.0120855332798879,0.0154393464367809,0.0159358214036297,0.0148630936286928,0.0158158868498499,0.0166721688268568,0.015907401937806,0.0140141322751004,0.0160629605265656,0.0147334360308923,0.0177562718662999,0.184909109332649,0.0150162464845201,0.0126816076309654,0.0158508234217976,0.0126732606584516,0.0149926018278873,0.0165268946576907,0.0163565343635986,0.013795242515298,0.0172224126990649,0.0167012335199446,0.0200586135607012,0.00842809504081139,0.0200210979498352,0.0224983930569649,0.0654933280611301,0.0164898643121169,0.0242412898750352,0.0170735978869366,0.012990915661178,0.0174932883752589,0.0146081521827444,0.0155333790054952,0.0137110445057356,0.0893910330689573,0.014357084433832,0.0169588858846882,0.0154011949314016,0.0131496110932198,0.0151347895910299,0.0175485798402799,0.0161761872939363,0.0184477558048558,0.0163908889561437
"cg00179217",0.0123494532833842,0.0139598298314887,0.0239883071174424,0.0299032374875834,0.0261436303937386,0.0149788881084975,0.0226145561379914,0.0170513337123445,0.0177982462974522,0.0235635744199994,0.0102048759473715,0.0150994319495639,0.0167368129229443,0.0172502519117569,0.0165497226755659,0.0151852335865176,0.0140415296079605,0.0124437680618082,0.0137072389507206,0.0166633196840855,0.0134131155447237,0.015463934590658,0.0483729373965526,0.0136834055225279,0.0132824845127914,0.0129874084785429,0.0100388842484981,0.0198208381194368,0.534761810941923,0.0123367286572057,0.012310300493866,0.0207216984823667,0.0222010453922042,0.0165195799494092,0.0136698280125792,0.0122633137120049,0.0123596148564041,0.0156985151849061,0.0126115709262452,0.0496636297462225,0.0131275224621356,0.0721016188431071,0.0306978700122333,0.129322590457924,0.0120619154955716,0.0161001058307045,0.0556813287087626,0.0319914342424138,0.0477845647943472,0.515472727048498,0.407692821103908,0.018640481913586,0.191058603698289,0.0243717763721653,0.0572917513987959,0.149138405210672,0.466592045440578,0.0216541705207709,0.0156003384141606,0.352319613188843,0.0203294587380293,0.0551526675813226
"cg00027083",0.0109500852355008,0.0101727101770837,0.0166503661996257,0.0198171353466333,0.0111306366039319,0.0113302052686839,0.0129992779275146,0.0118011983575413,0.0124950406223405,0.019268821317705,0.012286966699861,0.0097372459412347,0.010635511069247,0.00970117605212834,0.0104773416715546,0.0165269533867893,0.244038576127025,0.0337839709106764,0.154566170764158,0.216207418494222,0.0125532169154702,0.0106626644388762,0.0108569267233729,0.012107631592512,0.0131261743934788,0.0120662082885469,0.0109168335545166,0.0102127006866343,0.518662080892203,0.0117222554722814,0.0127732640328849,0.00983405653517759,0.0114648070547694,0.119062819236592,0.0114078874325719,0.0265535446729101,0.0157147827064702,0.0118622938898563,0.113016244207024,0.0163146733882815,0.0102569158948845,0.0166046752142609,0.0159036559209954,0.0135718213438176,0.00937738259412971,0.0160082281466222,0.124412207125762,0.0518320324050201,0.0496889045750396,0.141364636420436,0.26245165209659,0.111774866653418,0.182736617571866,0.0537628644293741,0.0208353958703238,0.109305365044296,0.154317129481123,0.0140128283291602,0.139402410297776,0.42491429272837,0.0552655416453024,0.0372443115894035
"cg00298796",0.0230168958244693,0.0207636311713767,0.0249180026818354,0.0261927564028403,0.0179978938506177,0.0228481362606641,0.0217873319543095,0.0279175150830024,0.0342434411546902,0.0497062341757512,0.0150413145994174,0.0220583296160553,0.0173389721681604,0.0234750630962423,0.0192203229936974,0.0350336106049165,0.0320015966923077,0.0255374067913851,0.0294178901731603,0.0285779069950338,0.0273979503054317,0.0300693313290969,0.026227386262077,0.0309797574320927,0.0280026684750099,0.0208251808283421,0.0193571675278777,0.0225170612245867,0.217563420728331,0.0177821158811834,0.0192584222133053,0.0255049281885322,0.0306158891080974,0.0209740703717623,0.0241965744412338,0.0263051138238448,0.0260208035462235,0.0337763858660959,0.026194000589187,0.0380754842639133,0.0247006592162051,0.0417986065058756,0.047641093677394,0.0287280084798426,0.0153055836752202,0.047900196998608,0.0182890365323416,0.0144304034785763,0.0144691623050769,0.0159222228051421,0.0128247819877281,0.0139218776869009,0.107178944558476,0.0140354421243046,0.0194190581745946,0.0129274177142137,0.0245502492643713,0.0108428075839406,0.0136488074339065,0.0434615273254059,0.015502904771462,0.0166130289212669
"cg00204159",0.125605360283779,0.0192510951471862,0.017742363605194,0.0517885070465622,0.0150782563784817,0.0193785946125926,0.0161125380646335,0.16555694202699,0.0358637519967603,0.0407842213152803,0.0113598143767135,0.0123865414646848,0.0133617581575656,0.0081704357181961,0.0153747929345193,0.0272828570229991,0.0201770437281202,0.0172497461520075,0.0282349774228248,0.0300904003763623,0.0132179796742582,0.0176732865187785,0.0202891895265453,0.0138022357716304,0.0239220433634464,0.015049328287036,0.0164305897339008,0.0348099502809053,0.408134582020354,0.0359359813024663,0.0118961259653138,0.0118151803657076,0.0768037452207308,0.0337446380479982,0.0118982300275651,0.240969302291807,0.0219862185114339,0.0149652305624132,0.045878230696147,0.0261149605190868,0.0129970358283054,0.0244829433278771,0.0220799895702739,0.0454497736060236,0.0181402049687745,0.0392654011673353,0.128219674949672,0.057885198067273,0.0600885882231827,0.0223009189223958,0.0235903608639732,0.0712460285013137,0.157696031941828,0.0399167858749527,0.314677972034659,0.243221502508988,0.0281513247556965,0.141354679176811,0.0288451152247677,0.0172591578028885,0.0376223616250423,0.110201603348121
"cg00397479",0.032349334120928,0.0252463889905879,0.0340977370319979,0.0361048602342241,0.112164634080241,0.0198566018857611,0.0371510922457013,0.0235099466626014,0.0278233122206152,0.0517280185683762,0.0153153783012034,0.0206029043376863,0.0520340894605755,0.0247717102242943,0.0244359735538889,0.0280638037903593,0.0231793215863439,0.0226852270240862,0.0305460176830754,0.0341203631831301,0.0162713529102067,0.0360700441873437,0.0264178398749987,0.0250681911179391,0.0233525587230457,0.0245459697009015,0.0243283989682029,0.0305350665675133,0.673772972017388,0.0205416746258047,0.0287289929152926,0.0413962009519802,0.0382129655621891,0.0254091779306375,0.0284407789680131,0.0237974700987906,0.023796003525884,0.0353976435530342,0.026443021577507,0.0757025273780916,0.0421366659418773,0.104445701568752,0.0346697499197185,0.231338309556839,0.0248061311336668,0.027584671354593,0.0929108088696265,0.045263020353607,0.0947397148012094,0.65520405073532,0.413563913164081,0.0459418476592932,0.366136900489073,0.0495027594257246,0.0620118185178739,0.215513449438879,0.624298439853942,0.0442010978691474,0.0205290074742033,0.481342694172289,0.0370598047487179,0.111852310909173
"cg00406392",0.00980433320384433,0.0137608294557413,0.0175376432150936,0.0212276273271763,0.0110088162692133,0.0113787015191007,0.0766412721626617,0.104195394257111,0.49437020917004,0.0211306287604724,0.00828166376780902,0.00967646692317725,0.0126084066382318,0.00886157528910774,0.00980525002252497,0.0126195434324451,0.0631567982902601,0.0137993026874247,0.0271140447472274,0.0428038518744282,0.00945825189763954,0.00937219263697012,0.0104443310968383,0.0139475608823235,0.0120516592369671,0.0124278464847911,0.00893939062274272,0.0113534354513485,0.227939033027757,0.163125802076362,0.00849983695147366,0.0120760216108198,0.0104858469442151,0.0228554290053115,0.00879272870199236,0.0113318962941896,0.012278343714995,0.0129250989092633,0.0189166645557789,0.0135576786465157,0.0070022472350957,0.0127867199813196,0.0134648387729409,0.0117076515413391,0.0137405110058144,0.015428304703428,0.0179209929193051,0.0113738007979979,0.0166670899189186,0.0253526712745049,0.0171380861451018,0.0207735234455183,0.0233064192396921,0.0151863231013457,0.015917513930715,0.0120721410402007,0.0194088285627681,0.0184476653523314,0.0151133043207996,0.124194214397234,0.0157449891680751,0.0142651672316378
"cg00486564",0.102954904286294,0.0452302809909535,0.0755293746141248,0.0662547190492156,0.0415411630960145,0.0564125230523536,0.0643391698379334,0.399470299455886,0.0561095241432636,0.0561099793639236,0.0300289024000586,0.0295157365680025,0.0640575689339234,0.0243580557707398,0.0504125183082821,0.0458013794625751,0.0818109121427725,0.0543024911411662,0.0622565196770311,0.0708517803317506,0.0466084837315782,0.0415288738481026,0.0724252765177088,0.0286579056139927,0.044761272595202,0.0379309258491937,0.048856885222293,0.0565798468668227,0.640723912167281,0.0389035596229184,0.0242914219299219,0.20019261408075,0.0380347013878121,0.081545273984705,0.0569214725942504,0.0436636966631556,0.0429562929493198,0.0328355664215078,0.0886227622867814,0.203083653563708,0.0555979035326144,0.252273456261052,0.330169966189718,0.423823003139109,0.0308541826079605,0.0580216169701696,0.0786666323533414,0.0579019445526834,0.0460913508438573,0.048509102753327,0.0881684871338161,0.0555515729730555,0.350072125022729,0.0464563000551063,0.0603227810488171,0.0724655605364808,0.0369908935762811,0.045394105984136,0.0411159478407257,0.193196223619719,0.0585883275842214,0.0652905114420816
"cg00416176",0.0213413110010818,0.0195165944316793,0.0362407253260817,0.0354486195309071,0.0158222198602913,0.0205162213037718,0.0331632969619474,0.0283417793383807,0.0329630243442842,0.0302713860400272,0.0140565743522464,0.0137861644460023,0.0212928738582676,0.0224642530659047,0.0198146420080869,0.022115355313965,0.0293276858472266,0.0315155764396989,0.0327033487160092,0.0367640896944194,0.0254798205960531,0.0278415065235936,0.0208897380694443,0.0213509605063956,0.0234774255565501,0.0274642742822993,0.0205632083872766,0.0212021695555363,0.0368882037256621,0.301176909232717,0.0228067034888635,0.02255333037637,0.0160134150698768,0.0728254590186154,0.0168962079750406,0.0219364382957132,0.0263493716080531,0.0316665898800195,0.030287569680629,0.0292309059687504,0.0324690245994054,0.0534310034762642,0.0725763852473212,0.0315772251767819,0.0240892628345522,0.0293757679102812,0.0243599909018214,0.0197747958929249,0.0192346091164414,0.0215697877120649,0.0216800860609311,0.0205388246858156,0.0181627631060074,0.0209659498565298,0.0423796264522093,0.0321843419781994,0.022969789645569,0.0289481823543168,0.0238374147461655,0.0763616577704238,0.0259757000494484,0.0224315698568765
"cg00102996",0.0345341941897142,0.0311033240606679,0.0224413153233733,0.0302319896420302,0.0204657520850283,0.0182918779859413,0.0217359296053565,0.0185489038179886,0.0192769281585649,0.0367337472291832,0.0190916674415757,0.0207098257311198,0.038637132970087,0.0221413900760534,0.0204274790600103,0.0252575449420894,0.0253942335579307,0.021340070728322,0.0250859116265007,0.0349234454225571,0.0291771703853526,0.0177170885683069,0.018963045245208,0.0251929794954361,0.0230433576078562,0.0232864986919434,0.0290271009832562,0.020368928517418,0.0241672287275222,0.260332895161143,0.0194213992136139,0.0281751299168189,0.0184369101426572,0.0200886289304805,0.0382397260302779,0.0876402196090845,0.0228142107516683,0.0200954881853867,0.0259482931737034,0.0266305394849615,0.0110755394124029,0.0273093003707197,0.0355540739035586,0.0206440745420356,0.0536110366363836,0.0305223015147193,0.0245297744748087,0.0379255780509261,0.021485346442166,0.0221159964258723,0.0359737700696202,0.0500294026943985,0.0175058229431989,0.0228976629916718,0.0418857474903084,0.0235669032812505,0.0237743878936328,0.155685118955033,0.0463392298176803,0.0638210079379018,0.0375698613505377,0.0423499097250703
"cg00089486",0.047279744221652,0.132405870075158,0.0386333667759586,0.0443829486860303,0.0359001227948839,0.0507215686025129,0.0707368290312813,0.0673448992239915,0.0704760554830462,0.139339205964544,0.0273741240903098,0.0278107809227116,0.0320994497026175,0.0358992646890791,0.0369656873550061,0.0572894054048281,0.0511594364536345,0.0507322509633994,0.0622855035408948,0.0637284037084365,0.112362483121414,0.100025983945865,0.0699886316520526,0.0498424466011846,0.0479244201823323,0.070198242383725,0.0328641937770407,0.0413522897241958,0.0471002955631686,0.441447287886971,0.0449622462432294,0.0368093590407995,0.189291177079739,0.0435708506012055,0.0238971070334722,0.0875048679155906,0.045565063333021,0.0501728585749371,0.0702504151585954,0.0561474642411431,0.0294560333865698,0.077150179417224,0.0456132533081622,0.0380917717882902,0.169088068987542,0.0568401019946338,0.0557061579204526,0.160112824833383,0.0995239092148974,0.08339874905628,0.0718424287906336,0.0915791255952938,0.0365625211654867,0.0588834426490299,0.0550343289496051,0.0588330762386639,0.0694511470605206,0.108843175144139,0.143576779287712,0.0498878293608917,0.0530649419977037,0.0635512958340627
"cg00401091",0.012978481487427,0.0945625073400422,0.0595968216673095,0.0744320486098214,0.0142371758635431,0.0273121418526296,0.0231050956414761,0.612399816438231,0.232786667111612,0.342042587181919,0.291266119864165,0.11808500410123,0.212147066207025,0.224613919817331,0.0405009530837409,0.0176920533675,0.0168122187478332,0.019062010724022,0.0179325037250969,0.0298801149543544,0.127524939936556,0.18518582171188,0.364229993395717,0.0680290699963123,0.0166384859265584,0.127895449417137,0.0341879849851764,0.0296007989900404,0.0163124150411196,0.674245347957879,0.0239709322923077,0.0130942769165327,0.0449268911354548,0.0550460726460082,0.036721647450372,0.0527939644143711,0.0161556065130908,0.0185745836573302,0.202640958430706,0.0356049477853381,0.0434721283439419,0.0504850335262519,0.0373775148052527,0.015078405213648,0.157700155091862,0.409885017812774,0.216071767241966,0.196812243018561,0.0885978638534068,0.0581263302337381,0.0735640316569636,0.11983350073446,0.0144571703513859,0.0305916041121497,0.138287875141104,0.0254200887154812,0.0908742649889017,0.182744126091992,0.17779806670042,0.0193597091782314,0.0464029994803348,0.157002522158866
"cg00125306",0.0262558645647174,0.123498411223261,0.0535683353792091,0.0469195816637186,0.0325221674960122,0.0334470485027753,0.0382962417302517,0.0386848521710767,0.18083664026744,0.0457259086609315,0.0290811708315044,0.0423029784488369,0.0376124500636227,0.0748696547417522,0.0252928458373077,0.0317404344572205,0.041284461909675,0.0420922163091186,0.0508364612451696,0.0478213158548816,0.101328670962246,0.148144908969835,0.0376690479090084,0.0610730557052461,0.0319846089263211,0.0319523984512728,0.0309194713922265,0.0282444156862594,0.0383396498340069,0.349793196413627,0.0630974032811348,0.0609844194024522,0.129658634876949,0.02945151714846,0.0313277332687764,0.0571956377416451,0.0299242689136425,0.10024594763487,0.0501349426904152,0.0305605635460033,0.0376052633497997,0.0353234626222945,0.0307339427600414,0.0331492023026883,0.102657251058057,0.0958142545164086,0.0626885113476645,0.0741743357642976,0.0995281382262344,0.0363029771975053,0.0394901862439206,0.0524652809779921,0.0383467743415254,0.0374027115595527,0.043616951085638,0.039068409100649,0.0390041695613889,0.115072779900369,0.0742087480332607,0.0441555368154435,0.0687810927557892,0.138078331930239
"cg00268840",0.0241206352842783,0.192904365274956,0.0305476576268437,0.033859652836304,0.0275676447045377,0.0185599423217966,0.02223607519412,0.022132997290961,0.0257832659798678,0.0400239626120788,0.0139380641956352,0.024808916626697,0.0234590151376031,0.0171186424532777,0.021342163602977,0.0253283297879149,0.103451932218331,0.0327739396718872,0.0446710219442161,0.0617651667283442,0.0237892169595184,0.021821297248432,0.0248485683761483,0.0622327097359841,0.0228898579998859,0.018344857575689,0.0186361300711308,0.0274078983140308,0.0230452439340922,0.494393149613965,0.369780826150667,0.0184596152248429,0.0510948411033028,0.0476627748806389,0.0250620194115078,0.238003448138696,0.0231953109248114,0.0198320886235489,0.138648857761772,0.279785333898423,0.019527524678711,0.255694403678928,0.31588766236229,0.0216478873274347,0.0443194799242758,0.0276919842772671,0.0791243832634429,0.188783751405667,0.223752247375587,0.150264018708245,0.180757314347343,0.121474562200481,0.0278972325911629,0.0296845775760541,0.0202530349170032,0.0430880701984756,0.179017705045752,0.205827810973304,0.0636855937281985,0.360572898135824,0.0352415309986766,0.105841400706105
"cg00406392",0.00980433320384433,0.0137608294557413,0.0175376432150936,0.0212276273271763,0.0110088162692133,0.0113787015191007,0.0766412721626617,0.104195394257111,0.49437020917004,0.0211306287604724,0.00828166376780902,0.00967646692317725,0.0126084066382318,0.00886157528910774,0.00980525002252497,0.0126195434324451,0.0631567982902601,0.0137993026874247,0.0271140447472274,0.0428038518744282,0.00945825189763954,0.00937219263697012,0.0104443310968383,0.0139475608823235,0.0120516592369671,0.0124278464847911,0.00893939062274272,0.0113534354513485,0.227939033027757,0.163125802076362,0.00849983695147366,0.0120760216108198,0.0104858469442151,0.0228554290053115,0.00879272870199236,0.0113318962941896,0.012278343714995,0.0129250989092633,0.0189166645557789,0.0135576786465157,0.0070022472350957,0.0127867199813196,0.0134648387729409,0.0117076515413391,0.0137405110058144,0.015428304703428,0.0179209929193051,0.0113738007979979,0.0166670899189186,0.0253526712745049,0.0171380861451018,0.0207735234455183,0.0233064192396921,0.0151863231013457,0.015917513930715,0.0120721410402007,0.0194088285627681,0.0184476653523314,0.0151133043207996,0.124194214397234,0.0157449891680751,0.0142651672316378
"cg00405198",0.0193811146600118,0.0169382370154089,0.0380655711686211,0.0369943112711418,0.0119611830243549,0.0145843212513151,0.0333209005504698,0.0470416324283214,0.0239315383949745,0.0126669675323351,0.0143336468174065,0.0101695778193933,0.010407317263545,0.0113902636794595,0.01229440419248,0.0304699660457472,0.176587575680974,0.0658116662153378,0.111023676929888,0.154772566901186,0.0166083208677832,0.0168436948349727,0.0117106934440214,0.0225655066696974,0.0259313592763661,0.0147623044764395,0.0110759993195667,0.0106651803333855,0.0459159205851691,0.214252279736864,0.0363895512771166,0.0104018957580547,0.024907621205493,0.131874736261089,0.0102576653751292,0.0302277912495768,0.0318770260623224,0.0110743567084969,0.0781731444397783,0.0171172897601105,0.0131153256539305,0.0186505217649783,0.0164888242756261,0.0163306266218115,0.010966713409795,0.0188591237277806,0.0541867078237091,0.0261010199247156,0.039504597279322,0.0867664873439446,0.0727831316590198,0.0885538329935703,0.0308267788237064,0.0726047244757645,0.025338880321129,0.031095575949541,0.0769079260159566,0.0360256742688927,0.232276362417925,0.28458210744662,0.0627134865216274,0.0317669612560807
"cg00113050",0.0218802305037124,0.0365438128472764,0.282830454473464,0.170896585407014,0.0395207429341508,0.154311255531485,0.625890741001288,0.886755508333202,0.538963102501774,0.122542737332471,0.0220555475463653,0.0227196047837275,0.628598042505653,0.172797790268894,0.0308078216955071,0.0175237786956028,0.0164380898649016,0.0148391356294234,0.0173753390746338,0.0187679285396907,0.218046454787379,0.0750950679639818,0.0296681738978386,0.053513895593277,0.0167003446634443,0.198182215848018,0.0251313751215567,0.0294967746969782,0.152276963993747,0.571188907368343,0.0258554391774416,0.0953461626528038,0.0924936825695725,0.385582614445653,0.0285108188513601,0.41767385467243,0.0151337373462458,0.0691913709631268,0.0494560926183453,0.0444159921631705,0.0158381569537117,0.0261097354934315,0.0314098695194882,0.116968517136583,0.194886891168382,0.12869424852393,0.0737704680703963,0.0582178756066166,0.106524878010279,0.0282325910564313,0.0398407961393006,0.0758142381937955,0.0458720432134624,0.0256648103312938,0.158317931776402,0.0392505360532978,0.0409698297756,0.0717752315284628,0.0346510071960658,0.0223870946439492,0.107439590382718,0.130529735197062
"cg00064255",0.0546775749373547,0.0865999851195198,0.842258915181781,0.583386818059734,0.153877996423701,0.0391446498014323,0.0635927263520499,0.0489214217343285,0.0944348626893966,0.27214271255765,0.0655616028602466,0.0691576234818271,0.151552552572491,0.0511595783591771,0.0386112351559705,0.047779047838288,0.0804163586076475,0.0418056105714563,0.0523953943332772,0.0517358548524375,0.108999126972959,0.0970534875810225,0.131223058931579,0.0412786866490061,0.0429376733761712,0.0512583921160782,0.0258189531985013,0.0359016673680218,0.0479125998161756,0.723370625956887,0.0846584245750152,0.0565317956716278,0.104911435500652,0.0826715316056946,0.0288474079557587,0.67939681770813,0.0395314093003819,0.507398206736474,0.192977147221988,0.0752932084998971,0.101316591756873,0.0680193622642768,0.0670113676670954,0.0433061110181839,0.157312790728598,0.303721743107127,0.31511443420862,0.179249770683487,0.260748042042993,0.101039331010419,0.184897806672834,0.192662947230844,0.109543205489739,0.097852699912157,0.154358131657123,0.312008484642678,0.13802001713369,0.277418883062204,0.130236603332777,0.283322308135135,0.485319811525146,0.249459566455296
"cg00318766",0.0120192940535539,0.0113117819331496,0.0204601815455253,0.0191925522180185,0.0120972131448285,0.0112847833040121,0.00915324527419284,0.011725017159242,0.0130567797345705,0.0136224060189337,0.00870467597129177,0.0109807770643129,0.00956658369083671,0.0105742491919521,0.00856167908977295,0.0111759716904859,0.010030970080576,0.00922080274695665,0.0135753977372065,0.0131620914379545,0.0111586394749517,0.00987044990107174,0.0106672979982495,0.00953893017166623,0.0113692831824587,0.010224498584255,0.00895306701372736,0.263719010077225,0.00840727230096219,0.0097730504103349,0.179121010389166,0.00929912385414535,0.00851803216298747,0.0104056326031315,0.00844774444291153,0.0112693770800318,0.0110203853726127,0.00931797548124596,0.0160467433094137,0.0130838539316714,0.00873885280586627,0.013721764590124,0.0128160848455904,0.00943444031500786,0.00833730575756579,0.0151184072305054,0.0132141600558421,0.0108959309530392,0.0120379441281166,0.0106073820419849,0.0110329247558238,0.0106582687853205,0.00959634945212564,0.0105342140747624,0.0152864257273969,0.0101067252902954,0.0125615141397233,0.00809425540389079,0.00987575262817235,0.0120221630192094,0.0122337466030586,0.0120726935839782
"cg00339300",0.0189560538742191,0.0182277198310366,0.0275099864030353,0.0313328484097798,0.0164925048526707,0.0170727031145425,0.0183019266282567,0.190203283202203,0.0184873961383526,0.0190797004563261,0.0176347879552381,0.0163665045333367,0.0167869807556257,0.0226136063741803,0.0173932964349913,0.0183507837925863,0.0715396490093609,0.0169181216133392,0.0183112816146566,0.0203777085770706,0.0247987212615342,0.0205060742825109,0.020190433120014,0.0232135018003206,0.0206420724585486,0.0195704091058254,0.0170931598786752,0.0200252588365626,0.0213200864010811,0.0200253888864155,0.325640172598978,0.0197580164182907,0.0171361873654644,0.0182588212065382,0.0180847247609498,0.0362006856518641,0.0186119897249807,0.0217663050628588,0.0241679236394294,0.0217662545071139,0.0135764463875227,0.0240449448381831,0.023174689457805,0.0176534567694707,0.0248214781863211,0.0270081261828446,0.031813198480111,0.0278902768377818,0.026086102523545,0.0336410078781721,0.0253660246750447,0.029638754660387,0.0189225984730254,0.0197132779684761,0.0207143347938738,0.0234988107984504,0.0339703819760068,0.0183907975087445,0.0213923650353073,0.262250196795771,0.027610870276038,0.0301034999458087
"cg00409917",0.36363152453211,0.0116764134988391,0.0934168700504059,0.16342731350589,0.0142093723405499,0.0111576573400243,0.00961273473184118,0.0379176557305175,0.0229792129960833,0.0169178376934463,0.0106136782501121,0.0182217334144936,0.0151651289260943,0.0145215953047021,0.0106853432965679,0.0129420531651851,0.0116124300101254,0.0105976165148427,0.0117448169743731,0.0140935722778057,0.0156934275600706,0.0126818279429414,0.0261200946455069,0.0101095408609248,0.0135621111009941,0.0141452385371742,0.0103819370483651,0.0112578114111166,0.0239211942919305,0.0135108530860282,0.49660795669682,0.0157450364017292,0.0115845398861362,0.120454357844309,0.0104261598166982,0.0934936277170464,0.0131325879328198,0.0113987389256566,0.0365937189680787,0.36023459303451,0.184943986989797,0.269656731620838,0.39612642804747,0.010018822996304,0.0166102778538615,0.0145084143426582,0.0226347082001858,0.0471317186405687,0.0164779347856694,0.184674723773268,0.0199422284250947,0.0245833367676968,0.0407017602697241,0.0144628430737484,0.0200673980358188,0.186125141472917,0.0547318693859663,0.0126492668903696,0.222256202915662,0.0510505498462988,0.034613919121701,0.0893014333152652
